timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,activity
1761224989550925000,-0.2108496128305792,0.2023798906490206,-0.3460077325999736,0.0099109327420592,-0.0744912922382354,-0.0699395164847374,standing
1761224989560940000,-0.1736955018259584,0.1915492845550179,-0.1729676259428262,0.0326873883605003,-0.0870870798826217,-0.0751543268561363,standing
1761224989570955000,-0.1326705772699788,0.1083928624406457,0.0147340432733297,0.0280271247029304,-0.0856026411056518,-0.0742392688989639,standing
1761224989580969200,-0.124900162464194,0.0489949170544743,-0.04028407959342,0.0186883118003606,-0.0533954426646232,-0.0712244883179664,standing
1761224989590984000,-0.1760241639692336,0.0216182498291134,-0.2341635606616735,0.0201898030936718,-0.0137857152149081,-0.0783015713095665,standing
1761224989600999000,-0.2473353230543434,0.0445256626859307,-0.2999228577733039,0.0402049422264099,0.0047318385913968,-0.0912712067365646,standing
1761224989611014000,-0.2163384560378268,0.0537555555850267,-0.2916816836506128,0.0717551410198211,-0.0160064622759819,-0.1040895357728004,standing
1761224989621027800,-0.1129319671750068,0.0548009729847311,-0.146824299904704,0.0964755937457084,-0.0553390011191368,-0.1046984568238258,standing
1761224989631043000,-0.009556713700667,0.0985620810389518,0.0014624737679958,0.1052254065871238,-0.0805226564407348,-0.1043842062354087,standing
1761224989641058000,0.0275554943909868,0.1242880584478378,0.1649134988248348,0.0960430949926376,-0.0948621779680252,-0.1077515110373497,standing
1761224989651073000,0.0296434065809473,0.102215342849493,0.3409557099074125,0.0666274204850196,-0.1074844971299171,-0.1105097457766532,standing
1761224989661088000,-0.0063138958545401,0.0808370392560958,0.2547159348249435,0.0434539429843425,-0.0636848360300064,-0.105699822306633,standing
1761224989671102700,-0.0282366815881803,0.0530897851526737,0.1303144791305065,0.0287311915308237,-0.0428213700652122,-0.1024393141269683,standing
1761224989681117700,-0.0333477409915998,0.0350245516300201,0.1510515622109174,0.0269144922494888,-0.0533633194863796,-0.1050915271043777,standing
1761224989691132700,0.0365105158714577,0.0587795212268829,0.1748474483400583,0.021918136626482,-0.0783472284674644,-0.1025711148977279,standing
1761224989701148000,0.1116446307782083,0.0985764018252491,0.1772398964345455,0.0168836787343025,-0.0967914313077926,-0.0917953923344612,standing
1761224989711161900,0.1712490219892934,0.1009179965153336,0.1629606111913919,0.0106393648311495,-0.0915058553218841,-0.080191470682621,standing
1761224989721176800,0.1490283858202397,0.0876329830065369,0.0998211411893367,0.0108655048534274,-0.0811622440814971,-0.0779358446598053,standing
1761224989731191800,0.1029325146755203,0.0875175399333238,0.0972235259115695,0.0069477288052439,-0.0633230581879615,-0.0744276642799377,standing
1761224989741206800,0.0761187785625457,0.1167389582425355,-0.0438736285179853,0.0165914725512266,-0.0245769936591386,-0.0720295682549476,standing
1761224989751220700,0.1220667291365563,0.1042532784178853,-0.1204641162455082,0.0208956729620695,-0.0176439862698316,-0.0674449354410171,standing
1761224989761235700,0.1175112212566658,0.0785299313575029,-0.085821841931343,0.0408640578389167,-0.0221910327672958,-0.0645695030689239,standing
1761224989771250700,0.0742293115541338,0.0386389427348971,-0.0893856718927621,0.0608494877815246,-0.0109170731157064,-0.0548292584717273,standing
1761224989781265700,0.0973568699676543,-0.003000643120706,-0.0454337174415588,0.0644898563623428,0.0032865887042135,-0.0492261722683906,standing
1761224989791279900,0.214423014337942,0.0230173029720783,-0.003258125013113,0.0682291984558105,0.0045481282286345,-0.0422478914260864,standing
1761224989801294800,0.2944074918853119,0.0437765978842973,0.1026502271354198,0.0646458938717842,-0.0071212565526366,-0.0282643921673297,standing
1761224989811309800,0.2892473691757768,0.0839966723307967,0.1570440806239843,0.0652698725461959,-0.0195963010191917,-0.0137309907004237,standing
1761224989821324800,0.1867311802161857,0.0932233503594994,0.083971830150485,0.0702169835567474,-0.005055230576545,-0.0052603110671043,standing
1761224989831339800,0.1022476011512801,0.0786629100874066,0.0779214440703392,0.0683812648057937,-0.0174301415681839,-0.0026546746958047,standing
1761224989841353700,0.0623995748875662,0.0857633897423744,-0.0134457570284605,0.0768182203173637,-0.0081701911985874,-0.0001295544207096,standing
1761224989851368700,0.0413762587442994,0.1213400222972035,-0.0517950691670179,0.0856812223792076,-0.001106955576688,0.0049893073737621,standing
1761224989861383700,0.0951336774928495,0.1080880342751741,0.1075695633590221,0.0921981781721115,-0.0106156449764966,0.0024708453565835,standing
1761224989871398700,0.1421836710246279,0.0894002849400043,0.1987812816351652,0.0863504111766815,0.0015946824569255,0.0054780868813395,standing
